381,0.1104
382,0.1136
383,0.1126
384,0.1194
385,0.1211
386,0.1231
387,0.1246
388,0.1247
389,0.1283
390,0.1309
391,0.1304
392,0.1342
393,0.1348
394,0.1349
395,0.1381
396,0.1401
397,0.1423
398,0.1424
399,0.1446
400,0.1465
401,0.1504
402,0.1508
403,0.1528
404,0.1536
405,0.1560
406,0.1563
407,0.1590
408,0.1595
409,0.1625
410,0.1633
411,0.1660
412,0.1686
413,0.1686
414,0.1705
415,0.1733
416,0.1744
417,0.1760
418,0.1795
419,0.1795
420,0.1825
421,0.1822
422,0.1840
423,0.1848
424,0.1873
425,0.1873
426,0.1885
427,0.1907
428,0.1920
429,0.1926
430,0.1929
431,0.1944
432,0.1953
433,0.1949
434,0.1960
435,0.1958
436,0.1955
437,0.1945
438,0.1954
439,0.1960
440,0.1949
441,0.1945
442,0.1938
443,0.1932
444,0.1929
445,0.1924
446,0.1904
447,0.1898
448,0.1890
449,0.1881
450,0.1865
451,0.1848
452,0.1818
453,0.1820
454,0.1786
455,0.1780
456,0.1751
457,0.1738
458,0.1710
459,0.1690
460,0.1653
461,0.1642
462,0.1617
463,0.1600
464,0.1558
465,0.1549
466,0.1515
467,0.1490
468,0.1459
469,0.1452
470,0.1411
471,0.1388
472,0.1351
473,0.1320
474,0.1318
475,0.1284
476,0.1261
477,0.1225
478,0.1213
479,0.1184
480,0.1164
481,0.1125
482,0.1118
483,0.1072
484,0.1059
485,0.1025
486,0.1014
487,0.09900
488,0.09690
489,0.09430
490,0.09180
491,0.09140
492,0.08910
493,0.08710
494,0.08500
495,0.08500
496,0.08290
497,0.08190
498,0.08010
499,0.07990
500,0.07800
501,0.07640
502,0.07540
503,0.07510
504,0.07410
505,0.07360
506,0.07320
507,0.07280
508,0.07210
509,0.07220
510,0.07220
511,0.07150
512,0.07130
513,0.07170
514,0.07160
515,0.07230
516,0.07270
517,0.07270
518,0.07370
519,0.07430
520,0.07490
521,0.07610
522,0.07670
523,0.07790
524,0.07860
525,0.08090
526,0.08130
527,0.08260
528,0.08510
529,0.08610
530,0.08830
531,0.08940
532,0.09200
533,0.09370
534,0.09630
535,0.09820
536,0.09920
537,0.1021
538,0.1043
539,0.1072
540,0.1107
541,0.1106
542,0.1146
543,0.1159
544,0.1195
545,0.1212
546,0.1237
547,0.1278
548,0.1301
549,0.1324
550,0.1343
551,0.1371
552,0.1408
553,0.1433
554,0.1470
555,0.1483
556,0.1515
557,0.1559
558,0.1580
559,0.1612
560,0.1632
561,0.1675
562,0.1702
563,0.1754
564,0.1797
565,0.1820
566,0.1868
567,0.1925
568,0.1962
569,0.2020
570,0.2046
571,0.2110
572,0.2181
573,0.2225
574,0.2296
575,0.2331
576,0.2399
577,0.2486
578,0.2535
579,0.2604
580,0.2639
581,0.2718
582,0.2798
583,0.2849
584,0.2912
585,0.2975
586,0.2987
587,0.3041
588,0.3071
589,0.3095
590,0.3112
591,0.3116
592,0.3113
593,0.3091
594,0.3076
595,0.3024
596,0.3006
597,0.2931
598,0.2854
599,0.2799
600,0.2698
601,0.2581
602,0.2520
603,0.2407
604,0.2244
605,0.2173
606,0.2012
607,0.1951
608,0.1819
609,0.1650
610,0.1577
611,0.1429
612,0.1303
613,0.1256
614,0.1114
615,0.1003
616,0.09300
617,0.08330
618,0.07370
619,0.06890
620,0.06120
621,0.05170
622,0.04800
623,0.04050
624,0.03480
625,0.03340
626,0.02700
627,0.02250
628,0.01950
629,0.01610
630,0.01280
631,0.01140
632,0.007900
633,0.005200
634,0.004000
635,0.0010000
636,0
637,0
638,0
639,0
640,0
641,0
