380,0.1076
381,0.09780
382,0.09860
383,0.09890
384,0.09950
385,0.09940
386,0.09550
387,0.09540
388,0.09480
389,0.09420
390,0.09000
391,0.08930
392,0.08630
393,0.08350
394,0.08230
395,0.07770
396,0.07500
397,0.07060
398,0.06860
399,0.06380
400,0.06200
401,0.05690
402,0.05560
403,0.05030
404,0.04700
405,0.04150
406,0.03970
407,0.03630
408,0.03340
409,0.03050
410,0.02920
411,0.02690
412,0.02360
413,0.02340
414,0.01970
415,0.01960
416,0.01550
417,0.01660
418,0.01580
419,0.01290
420,0.01310
421,0.01270
422,0.01110
423,0.01030
424,0.01030
425,0.009300
426,0.009000
427,0.009700
428,0.009400
429,0.009400
430,0.008800
431,0.009600
432,0.009400
433,0.009700
434,0.009800
435,0.009900
436,0.010000
437,0.009600
438,0.01030
439,0.01090
440,0.01060
441,0.01170
442,0.01220
443,0.01280
444,0.01380
445,0.01380
446,0.01430
447,0.01490
448,0.01640
449,0.01640
450,0.01720
451,0.01900
452,0.01900
453,0.01930
454,0.02040
455,0.02180
456,0.02320
457,0.02310
458,0.02370
459,0.02520
460,0.02580
461,0.02690
462,0.02830
463,0.02940
464,0.03140
465,0.03200
466,0.03270
467,0.03400
468,0.03550
469,0.03590
470,0.03820
471,0.03940
472,0.04100
473,0.04320
474,0.04450
475,0.04700
476,0.04810
477,0.05060
478,0.05110
479,0.05370
480,0.05630
481,0.05870
482,0.05910
483,0.06210
484,0.06420
485,0.06760
486,0.06830
487,0.07120
488,0.07380
489,0.07740
490,0.08070
491,0.08170
492,0.08510
493,0.08740
494,0.09140
495,0.09260
496,0.09690
497,0.09960
498,0.1032
499,0.1049
500,0.1083
501,0.1135
502,0.1165
503,0.1209
504,0.1221
505,0.1271
506,0.1311
507,0.1366
508,0.1373
509,0.1433
510,0.1469
511,0.1522
512,0.1582
513,0.1599
514,0.1667
515,0.1711
516,0.1774
517,0.1797
518,0.1857
519,0.1930
520,0.1986
521,0.2054
522,0.2078
523,0.2153
524,0.2210
525,0.2286
526,0.2306
527,0.2405
528,0.2484
529,0.2548
530,0.2637
531,0.2659
532,0.2767
533,0.2827
534,0.2916
535,0.3020
536,0.3037
537,0.3158
538,0.3220
539,0.3317
540,0.3425
541,0.3447
542,0.3569
543,0.3633
544,0.3740
545,0.3782
546,0.3877
547,0.3998
548,0.4057
549,0.4163
550,0.4210
551,0.4300
552,0.4419
553,0.4487
554,0.4601
555,0.4636
556,0.4730
557,0.4869
558,0.4934
559,0.5050
560,0.5104
561,0.5213
562,0.5314
563,0.5451
564,0.5587
565,0.5648
566,0.5795
567,0.5965
568,0.6074
569,0.6259
570,0.6317
571,0.6497
572,0.6712
573,0.6851
574,0.7064
575,0.7142
576,0.7349
577,0.7607
578,0.7765
579,0.7979
580,0.8070
581,0.8296
582,0.8544
583,0.8698
584,0.8876
585,0.9066
586,0.9098
587,0.9266
588,0.9335
589,0.9428
590,0.9473
591,0.9486
592,0.9480
593,0.9416
594,0.9357
595,0.9204
596,0.9144
597,0.8918
598,0.8687
599,0.8464
600,0.8170
601,0.7815
602,0.7647
603,0.7329
604,0.6822
605,0.6597
606,0.6141
607,0.5944
608,0.5572
609,0.5077
610,0.4878
611,0.4456
612,0.4080
613,0.3946
614,0.3552
615,0.3257
616,0.3045
617,0.2759
618,0.2497
619,0.2367
620,0.2148
621,0.1896
622,0.1796
623,0.1599
624,0.1426
625,0.1381
626,0.1211
627,0.1092
628,0.1005
629,0.08980
630,0.07990
631,0.07530
632,0.06670
633,0.05830
634,0.05480
635,0.04790
636,0.04220
637,0.04190
638,0.03550
639,0.03250
640,0.02930
641,0.02340
642,0.02070
643,0.01880
644,0.01580
645,0.01360
646,0.01350
647,0.01150
648,0.01010
649,0.009500
650,0.008200
651,0.005900
652,0.006400
653,0.005700
654,0.004800
655,0.003500
656,0.002900
657,0.001500
658,6.000E-04
659,0.001500
660,0.001500
